"Topic Behavior","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Ad Views",
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Business Plans: All(31463998)","Business Plans: All(31463998)","Business Plans: All(31463998)","Business Plans: All(31463998)","358.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Business Plans: All(31463998)","Business Plan Pro: All(31669735)","Business Plan Pro: All(31669735)","Business Plan Pro: All(31669735)","32.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Business Plans: All(31463998)","LivePlan: All(31669736)","LivePlan: All(31669736)","LivePlan: All(31669736)","196.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Business Tax Preparation: All(31458321)","Business Tax Preparation: All(31458321)","Business Tax Preparation: All(31458321)","Business Tax Preparation: All(31458321)","3110.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Business Tax Preparation: All(31458321)","H&R Block: All(31669737)","H&R Block: All(31669737)","H&R Block: All(31669737)","929.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Business Tax Preparation: All(31458321)","TaxACT: All(31669738)","TaxACT: All(31669738)","TaxACT: All(31669738)","571.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Contact Management: All(31463356)","Contact Management: All(31463356)","Contact Management: All(31463356)","Contact Management: All(31463356)","870.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Contact Management: All(31463356)","Zoho: All(31669740)","Zoho: All(31669740)","Zoho: All(31669740)","19.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Data Analytics: All(31669717)","Data Analytics: All(31669717)","Data Analytics: All(31669717)","Data Analytics: All(31669717)","642.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Data Analytics: All(31669717)","ELKI: All(31669718)","ELKI: All(31669718)","ELKI: All(31669718)","3.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Data Visualization: All(31669720)","Data Visualization: All(31669720)","Data Visualization: All(31669720)","Data Visualization: All(31669720)","676.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Data Visualization: All(31669720)","ZingChart: All(31669722)","ZingChart: All(31669722)","ZingChart: All(31669722)","6.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Document Management: All(31459810)","Document Management: All(31459810)","Document Management: All(31459810)","Document Management: All(31459810)","122835.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Document Management: All(31459810)","Alfresco: All(31669741)","Alfresco: All(31669741)","Alfresco: All(31669741)","16.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Document Management: All(31459810)","Archiving: All(31459814)","Archiving: All(31459814)","Archiving: All(31459814)","29873.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Document Management: All(31459810)","Document Scanning: All(31463999)","Document Scanning: All(31463999)","Document Scanning: All(31463999)","84977.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Document Management: All(31459810)","Document Scanning: All(31463999)","Kofax Capture: All(31669747)","Kofax Capture: All(31669747)","110.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Document Management: All(31459810)","Records Management: All(31459812)","Records Management: All(31459812)","Records Management: All(31459812)","147.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","File Management: All(31458046)","File Management: All(31458046)","File Management: All(31458046)","File Management: All(31458046)","23321.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","File Management: All(31458046)","FileMenu Tools: All(31669767)","FileMenu Tools: All(31669767)","FileMenu Tools: All(31669767)","92.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","File Management: All(31458046)","NexusFile: All(31669768)","NexusFile: All(31669768)","NexusFile: All(31669768)","966.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Inventory Management: All(31463997)","Inventory Management: All(31463997)","Inventory Management: All(31463997)","Inventory Management: All(31463997)","3246.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Manufacturing: All(31458036)","Manufacturing: All(31458036)","Manufacturing: All(31458036)","Manufacturing: All(31458036)","12301.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Manufacturing: All(31458036)","Asset Management: All(31458044)","Asset Management: All(31458044)","Asset Management: All(31458044)","1044.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Manufacturing: All(31458036)","Supply Chain Management: All(31458038)","Supply Chain Management: All(31458038)","Supply Chain Management: All(31458038)","6936.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Marketing: All(31463360)","Marketing: All(31463360)","Marketing: All(31463360)","Marketing: All(31463360)","40127.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Marketing: All(31463360)","Email Marketing: All(31463361)","Email Marketing: All(31463361)","Email Marketing: All(31463361)","5462.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Marketing: All(31463360)","Email Marketing: All(31463361)","Interspire Email Marketer: All(31669769)","Interspire Email Marketer: All(31669769)","21.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Marketing: All(31463360)","Email Marketing: All(31463361)","SendBlaster: All(31669770)","SendBlaster: All(31669770)","2.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Marketing: All(31463360)","HubSpot: All(31669680)","HubSpot: All(31669680)","HubSpot: All(31669680)","95.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Marketing: All(31463360)","Marketo: All(31669721)","Marketo: All(31669721)","Marketo: All(31669721)","113.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Marketing: All(31463360)","Surveys: All(31463362)","Surveys: All(31463362)","Surveys: All(31463362)","34533.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Marketing: All(31463360)","Surveys: All(31463362)","Qualtrics: All(31669771)","Qualtrics: All(31669771)","758.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office: All(31463355)","Office: All(31463355)","Office: All(31463355)","3284366.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Database: All(31464002)","Database: All(31464002)","Database: All(31464002)","76976.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Database: All(31464002)","Access: All(31462902)","Access: All(31462902)","20459.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Database: All(31464002)","Filemaker: All(31464003)","Filemaker: All(31464003)","751.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office Suites: All(31458280)","Office Suites: All(31458280)","Office Suites: All(31458280)","295670.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office Suites: All(31458280)","Apple iWork: All(31669773)","Apple iWork: All(31669773)","31741.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office Suites: All(31458280)","Documents To Go: All(31669774)","Documents To Go: All(31669774)","128.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office Suites: All(31458280)","Google Docs: All(31669775)","Google Docs: All(31669775)","48210.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office Suites: All(31458280)","LibreOffice: All(31669776)","LibreOffice: All(31669776)","13208.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office Suites: All(31458280)","Microsoft Office: All(31458284)","Microsoft Office: All(31458284)","193018.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office Suites: All(31458280)","OpenOffice: All(31458286)","OpenOffice: All(31458286)","781.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office Suites: All(31458280)","WordPerfect Office: All(31458281)","WordPerfect Office: All(31458281)","574.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Office Suites: All(31458280)","WPS Office: All(31669777)","WPS Office: All(31669777)","9597.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Presentation: All(31463350)","Presentation: All(31463350)","Presentation: All(31463350)","1341107.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Presentation: All(31463350)","Impress: All(31669778)","Impress: All(31669778)","825.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Presentation: All(31463350)","Keynote: All(31669779)","Keynote: All(31669779)","17442.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Presentation: All(31463350)","Powerpoint: All(31464000)","Powerpoint: All(31464000)","1307179.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Spreadsheet: All(31463348)","Spreadsheet: All(31463348)","Spreadsheet: All(31463348)","625437.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Spreadsheet: All(31463348)","Excel: All(31462901)","Excel: All(31462901)","615555.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Spreadsheet: All(31463348)","Gnumeric: All(31669781)","Gnumeric: All(31669781)","369.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Spreadsheet: All(31463348)","OpenOffice Calc: All(31669780)","OpenOffice Calc: All(31669780)","1908.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Word Processing: All(31463341)","Word Processing: All(31463341)","Word Processing: All(31463341)","1078811.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Word Processing: All(31463341)","AbiWord: All(31669782)","AbiWord: All(31669782)","1963.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Word Processing: All(31463341)","FrameMaker: All(31463344)","FrameMaker: All(31463344)","877.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Word Processing: All(31463341)","PDF: All(31463345)","PDF: All(31463345)","854506.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Word Processing: All(31463341)","PDF: All(31463345)","Acrobat: All(31463346)","130456.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Word Processing: All(31463341)","PDF: All(31463345)","Converters: All(31463347)","466389.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Word Processing: All(31463341)","Word: All(31463342)","Word: All(31463342)","224019.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Word Processing: All(31463341)","WordGraph: All(31669783)","WordGraph: All(31669783)","921.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Office: All(31463355)","Word Processing: All(31463341)","WordPerfect: All(31463343)","WordPerfect: All(31463343)","4583.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Password Management: All(31669723)","Password Management: All(31669723)","Password Management: All(31669723)","Password Management: All(31669723)","62541.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Password Management: All(31669723)","Dashlane: All(31669724)","Dashlane: All(31669724)","Dashlane: All(31669724)","7045.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Password Management: All(31669723)","RoboForm: All(31669725)","RoboForm: All(31669725)","RoboForm: All(31669725)","1306.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Payroll: All(31458343)","Payroll: All(31458343)","Payroll: All(31458343)","Payroll: All(31458343)","2924.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Project Management: All(31463357)","Project Management: All(31463357)","Project Management: All(31463357)","Project Management: All(31463357)","2124.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Project Management: All(31463357)","Basecamp: All(31669784)","Basecamp: All(31669784)","Basecamp: All(31669784)","630.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Project Management: All(31463357)","Wrike: All(31669785)","Wrike: All(31669785)","Wrike: All(31669785)","45.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Resumes: All(31669726)","Resumes: All(31669726)","Resumes: All(31669726)","Resumes: All(31669726)","13.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Scheduling: All(31463358)","Scheduling: All(31463358)","Scheduling: All(31463358)","Scheduling: All(31463358)","154185.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Search Appliances: All(31463436)","Search Appliances: All(31463436)","Search Appliances: All(31463436)","Search Appliances: All(31463436)","2852.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Time Tracking: All(31458316)","Time Tracking: All(31458316)","Time Tracking: All(31458316)","Time Tracking: All(31458316)","14879.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Time Tracking: All(31458316)","Harvest: All(31669755)","Harvest: All(31669755)","Harvest: All(31669755)","9.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Time Tracking: All(31458316)","Toggl: All(31669756)","Toggl: All(31669756)","Toggl: All(31669756)","13811.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Voice Recognition: All(31463415)","Voice Recognition: All(31463415)","Voice Recognition: All(31463415)","Voice Recognition: All(31463415)","19676.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Voice Recognition: All(31463415)","Dictation Pro: All(31669788)","Dictation Pro: All(31669788)","Dictation Pro: All(31669788)","740.0"
"Technology: All(31457281)","Software: All(31457593)","Business & Office: All(31463332)","Voice Recognition: All(31463415)","Dragon NaturallySpeaking: All(31669789)","Dragon NaturallySpeaking: All(31669789)","Dragon NaturallySpeaking: All(31669789)","1348.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Data Protection: All(31463996)","Data Protection: All(31463996)","Data Protection: All(31463996)","Data Protection: All(31463996)","597613.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Backup & Recovery: All(31458358)","Backup & Recovery: All(31458358)","Backup & Recovery: All(31458358)","Backup & Recovery: All(31458358)","398441.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Backup & Recovery: All(31458358)","Acronis Backup: All(31669790)","Acronis Backup: All(31669790)","Acronis Backup: All(31669790)","3527.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Backup & Recovery: All(31458358)","Legato: All(31463429)","Legato: All(31463429)","Legato: All(31463429)","1734.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Backup & Recovery: All(31458358)","Unitrends Enterprise Backup...(31669791)","Unitrends Enterprise Backup...(31669791)","Unitrends Enterprise Backup...(31669791)","85.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Backup & Recovery: All(31458358)","Veritas: All(31463959)","Veritas: All(31463959)","Veritas: All(31463959)","13.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Data Replication: All(31464004)","Data Replication: All(31464004)","Data Replication: All(31464004)","Data Replication: All(31464004)","30416.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Data Replication: All(31464004)","SnapMirror: All(31669793)","SnapMirror: All(31669793)","SnapMirror: All(31669793)","17.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Disk Drive Recovery: All(31464005)","Disk Drive Recovery: All(31464005)","Disk Drive Recovery: All(31464005)","Disk Drive Recovery: All(31464005)","168905.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Disk Drive Recovery: All(31464005)","Recuva: All(31669794)","Recuva: All(31669794)","Recuva: All(31669794)","18105.0"
"Technology: All(31457281)","Software: All(31457593)","Data Protection: All(31463996)","Disk Drive Recovery: All(31464005)","TestDisk: All(31669795)","TestDisk: All(31669795)","TestDisk: All(31669795)","4472.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Database Products: All(31463172)","Database Products: All(31463172)","Database Products: All(31463172)","Database Products: All(31463172)","383913.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Berkeley DB: All(31462919)","Berkeley DB: All(31462919)","Berkeley DB: All(31462919)","Berkeley DB: All(31462919)","315.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Btrieve: All(31458209)","Btrieve: All(31458209)","Btrieve: All(31458209)","Btrieve: All(31458209)","5463.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Crystal Reports: All(31462918)","Crystal Reports: All(31462918)","Crystal Reports: All(31462918)","Crystal Reports: All(31462918)","3892.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","FileMaker Pro: All(31458157)","FileMaker Pro: All(31458157)","FileMaker Pro: All(31458157)","FileMaker Pro: All(31458157)","556.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Foxpro: All(31458206)","Foxpro: All(31458206)","Foxpro: All(31458206)","Foxpro: All(31458206)","1383.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","GIS: All(31462925)","GIS: All(31462925)","GIS: All(31462925)","GIS: All(31462925)","3631.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","IBM DB2: All(31458085)","IBM DB2: All(31458085)","IBM DB2: All(31458085)","IBM DB2: All(31458085)","2935.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","InterBase: All(31458089)","InterBase: All(31458089)","InterBase: All(31458089)","InterBase: All(31458089)","31.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Microsoft Access: All(31458181)","Microsoft Access: All(31458181)","Microsoft Access: All(31458181)","Microsoft Access: All(31458181)","24884.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Microsoft SQL Server: All(31458113)","Microsoft SQL Server: All(31458113)","Microsoft SQL Server: All(31458113)","Microsoft SQL Server: All(31458113)","30353.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","MySQL: All(31458200)","MySQL: All(31458200)","MySQL: All(31458200)","MySQL: All(31458200)","86284.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","NoSQL: All(31669851)","NoSQL: All(31669851)","NoSQL: All(31669851)","NoSQL: All(31669851)","2912.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Oracle: All(31458130)","Oracle: All(31458130)","Oracle: All(31458130)","Oracle: All(31458130)","220551.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","PostgreSQL: All(31458128)","PostgreSQL: All(31458128)","PostgreSQL: All(31458128)","PostgreSQL: All(31458128)","12679.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Sybase: All(31458207)","Sybase: All(31458207)","Sybase: All(31458207)","Sybase: All(31458207)","2115.0"
"Technology: All(31457281)","Software: All(31457593)","Database Products: All(31463172)","Visual dBase: All(31458115)","Visual dBase: All(31458115)","Visual dBase: All(31458115)","Visual dBase: All(31458115)","500.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","Desktop Publishing: All(31463145)","Desktop Publishing: All(31463145)","Desktop Publishing: All(31463145)","Desktop Publishing: All(31463145)","1.006125E7"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Product: All(31464076)","By Product: All(31464076)","By Product: All(31464076)","By Product: All(31464076)","300458.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Product: All(31464076)","Adobe InDesign: All(31464078)","Adobe InDesign: All(31464078)","Adobe InDesign: All(31464078)","275268.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Product: All(31464076)","Autodesk Inventor Publisher...(31464079)","Autodesk Inventor Publisher...(31464079)","Autodesk Inventor Publisher...(31464079)","20327.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Product: All(31464076)","CorelDraw: All(31669813)","CorelDraw: All(31669813)","CorelDraw: All(31669813)","8183.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Product: All(31464076)","QuarkXPress: All(31464080)","QuarkXPress: All(31464080)","QuarkXPress: All(31464080)","192.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Product: All(31464076)","Xara: All(31669808)","Xara: All(31669808)","Xara: All(31669808)","124.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","By Type: All(31464077)","By Type: All(31464077)","By Type: All(31464077)","9883281.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Graphic Design: All(31463080)","Graphic Design: All(31463080)","Graphic Design: All(31463080)","385490.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Graphic Design: All(31463080)","3D Graphics: All(31457892)","3D Graphics: All(31457892)","16938.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Graphic Design: All(31463080)","3D Graphics: All(31457892)","Rendering and Modelling: All(31457893)","15591.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Graphic Design: All(31463080)","Animation: All(31457924)","Animation: All(31457924)","197751.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Graphics: All(31463392)","Graphics: All(31463392)","Graphics: All(31463392)","8166505.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Graphics: All(31463392)","ClipArt: All(31463393)","ClipArt: All(31463393)","1199427.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Graphics: All(31463392)","Fonts: All(31464008)","Fonts: All(31464008)","6817010.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Illustration: All(31463159)","Illustration: All(31463159)","Illustration: All(31463159)","82851.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Illustration: All(31463159)","Corel Painter: All(31669810)","Corel Painter: All(31669810)","2674.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Illustration: All(31463159)","Freehand: All(31463161)","Freehand: All(31463161)","724.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Illustration: All(31463159)","Illustrator: All(31463160)","Illustrator: All(31463160)","79236.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Illustration: All(31463159)","Manga Studio: All(31669812)","Manga Studio: All(31669812)","703.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","Image Software: All(31463146)","Image Software: All(31463146)","1579344.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","Canvas: All(31463151)","Canvas: All(31463151)","2040.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","Corel Photo Paint: All(31463147)","Corel Photo Paint: All(31463147)","129.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","CorelDraw: All(31463606)","CorelDraw: All(31463606)","6839.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","ImageMagick: All(31463153)","ImageMagick: All(31463153)","515.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","Paint Shop Pro: All(31463163)","Paint Shop Pro: All(31463163)","1736.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","Paint: All(31463150)","Paint: All(31463150)","23969.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","Photoshop Elements: All(31463162)","Photoshop Elements: All(31463162)","4506.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","Photoshop: All(31463148)","Photoshop: All(31463148)","821544.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Image Software: All(31463146)","Visio: All(31464007)","Visio: All(31464007)","21446.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Page Layout: All(31463154)","Page Layout: All(31463154)","Page Layout: All(31463154)","2808.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Page Layout: All(31463154)","Corel Ventura: All(31463157)","Corel Ventura: All(31463157)","2.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Page Layout: All(31463154)","Framemaker: All(31463158)","Framemaker: All(31463158)","393.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Page Layout: All(31463154)","InDesign: All(31669814)","InDesign: All(31669814)","1174.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Page Layout: All(31463154)","Pagemaker: All(31463156)","Pagemaker: All(31463156)","409.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Page Layout: All(31463154)","PagePlus: All(31669815)","PagePlus: All(31669815)","200.0"
"Technology: All(31457281)","Software: All(31457593)","Desktop Publishing: All(31463145)","By Type: All(31464077)","Page Layout: All(31463154)","QuarkXPress: All(31463155)","QuarkXPress: All(31463155)","229.0"
"Technology: All(31457281)","Software: All(31457593)","Internet & Communication: All(31459520)","Internet & Communication: All(31459520)","Internet & Communication: All(31459520)","Internet & Communication: All(31459520)","Internet & Communication: All(31459520)","1.7268885E7"
"Technology: All(31457281)","Software: All(31457593)","Internet & Communication: All(31459520)","Browsers: All(31459697)","Browsers: All(31459697)","Browsers: All(31459697)","Browsers: All(31459697)","2638825.0"
"Technology: All(31457281)","Software: All(31457593)","Internet & Communication: All(31459520)","Browsers: All(31459697)","Chrome: All(31464035)","Chrome: All(31464035)","Chrome: All(31464035)","1715552.0"
"Technology: All(31457281)","Software: All(31457593)","Internet & Communication: All(31459520)","Browsers: All(31459697)","Firefox: All(31459718)","Firefox: All(31459718)","Firefox: All(31459718)","167717.0"
